time,vehicle_id,cargo_id,imei,lat,lng,speed,heading,accuracy
2026-07-02 20:12:39.557+08,1,SH-HZ-20260629-0291,861234567890123,29.6199,106.50412,0,0,5
2026-07-02 20:12:42.555+08,1,SH-HZ-20260629-0291,861234567890123,29.61985,106.5041,0,0,5
2026-07-02 20:12:45.53+08,1,SH-HZ-20260629-0291,861234567890123,29.61981,106.50406,0,0,5
2026-07-02 20:12:48.596+08,1,SH-HZ-20260629-0291,861234567890123,29.61979,106.50403,0,0,5
2026-07-02 20:12:51.539+08,1,SH-HZ-20260629-0291,861234567890123,29.61978,106.50402,0,0,5
2026-07-02 20:12:54.522+08,1,SH-HZ-20260629-0291,861234567890123,29.61978,106.50396,0,0,5
2026-07-02 20:12:57.52+08,1,SH-HZ-20260629-0291,861234567890123,29.61978,106.50394,0,0,5
2026-07-02 20:13:00.581+08,1,SH-HZ-20260629-0291,861234567890123,29.61978,106.50393,0,0,5
2026-07-02 20:13:03.537+08,1,SH-HZ-20260629-0291,861234567890123,29.61977,106.50389,0,0,5
2026-07-02 20:13:06.56+08,1,SH-HZ-20260629-0291,861234567890123,29.61975,106.50384,0,0,5
